HRI Fuselage2
T1-100.0 m/s-TriUniform-Thick
Freestream speed = 100.000 m/s


 Ctrl        Alpha        Beta         CL           CD           CD_viscous   CD_induced   CY           Cm           Cm_viscous   Cm_pressure  Cl           Cn           Cn_viscous   Cn_pressure  CL/CD        CL^(3/2)/CD  1/sqrt(CL)   Lift_(N)     Drag_(N)     Fx_FF_(N)    Fy_FF_(N)    Fz_FF_(N)    Fx_sum_(N)   Fy_sum_(N)   Fz_sum_(N)   Extra_drag_(N)  Fuse_drag_(N)  Cf_Fuse      Vx_(m/s)     Vz_(m/s)     V_(m/s)      Gamma        L_(N.m)      M_(N.m)      N_(N.m)      CPx_(m)      CPy_(m)      CPz_(m)      BM_(N.m)     m.g.Vz_(W)   Drag_x_V_(W)  Efficiency   XCp.Cl       XNP_(m)      Phugoid_Freq._(Hz)  Phugoid_Damping  Short_Period_Freq._(Hz)  Short_Period_Damping_Ratio  Dutch_Roll_Freq._(Hz)  Dutch_Roll_Damping  Roll_Damping  Spiral_Damping  Mass_(kg)    CoG_x_(m)    CoG_z_(m)    
          0            0            0    -0.061211      0.02129     0.018501    0.0027893   -0.0032282      0.92876     0.010355      0.91841   0.00084708    -0.002864   1.3654e-05   -0.0028777      -2.8751     -0.71133            0      -8623.3       2999.3       392.95      -454.79      -8623.3       831.33      -498.38      -8393.2       1633.1            0            0        94.45      -88.568          100      -19.178       804.32   1.7282e+05      -2719.5      -14.204   1.1189e-05      -4.8962         8212  -4.9525e+06   2.9993e+05      0.21649      0.86947            0            0            0            0            0            0            0            0            0         5700            5            0  
          0            1            0     0.011605     0.019788     0.017341    0.0024464   -0.0033674      0.80745    0.0098621      0.79759   0.00077807    -0.002941   1.5483e-06   -0.0029425      0.58648      0.06318       9.2827       1634.9       2787.7       316.06       -474.4       1640.7       642.16      -504.52       1482.5       1496.1            0            0        50.59       997.16          100       59.609       787.44   1.5025e+05      -2779.2       68.707  -4.3447e-05       24.037        10911   5.5758e+07   2.7877e+05    0.0088726      0.79735            0            0            0            0            0            0            0            0            0         5700            5            0  
          0            2            0     0.084457     0.019375     0.016676    0.0026989   -0.0035012      0.68369    0.0094101      0.67428   0.00070961   -0.0030037   4.9548e-06   -0.0030086       4.3591       1.2668        3.441        11898       2729.5       -35.25      -493.25        11904       203.17       -510.8        11352       1426.5            0            0       97.468       49.732          100        12.92       773.08   1.2722e+05      -2826.8       8.5908  -4.0896e-06       3.0542        13603   2.7809e+06   2.7295e+05      0.42594      0.72555            0            0            0            0            0            0            0            0            0         5700            5            0  
          0            3            0      0.15729     0.020006     0.016458    0.0035481   -0.0036295      0.55773    0.0090847      0.54864   0.00064161   -0.0030755   5.9054e-07   -0.0030761        7.862        3.118       2.5214        22159       2818.5      -660.54      -511.32        22155      -485.09      -517.21        21203         1409            0            0       99.201       20.205          100       7.2488       761.25   1.0378e+05      -2884.4       4.1593  -1.3441e-06       1.5051        16283   1.1298e+06   2.8185e+05       1.1238      0.65422            0            0            0            0            0            0            0            0            0         5700            5            0  
          0            4            0      0.23005     0.021602     0.016609    0.0049931   -0.0037521       0.4297     0.008868      0.42083   0.00057397   -0.0031487    -3.75e-06    -0.003145       10.649       5.1078       2.0849        32410       3043.3      -1559.1      -528.59        32380      -1421.8      -523.73        31023       1433.4            0            0       99.562       12.334          100       5.3645       751.98        79956      -2944.5       2.5365  -4.5705e-07      0.93619        18948    6.897e+05   3.0433e+05       1.7083      0.58353            0            0            0            0            0            0            0            0            0         5700            5            0  
          0            5            0      0.30269     0.024116     0.017085    0.0070316   -0.0038688       0.2997    0.0087065      0.29099    0.0005066   -0.0032212  -6.0762e-06   -0.0032151       12.551       6.9053       1.8176        42643       3397.5      -2729.7      -545.03        42567      -2605.8      -530.36        40802       1498.3            0            0       99.684       9.1236          100       4.5553       745.27        55767      -3005.1       1.6969  -9.7066e-08      0.64057        21595   5.1016e+05   3.3975e+05          2.1      0.51364            0            0            0            0            0            0            0            0            0         5700            5            0  
          0            6            0      0.37515     0.027527     0.017868    0.0096592   -0.0039796      0.16789    0.0085946      0.15929   0.00043938   -0.0032941  -7.4665e-06   -0.0032867       13.629       8.3474       1.6327        52850       3877.9      -4171.1      -560.64        52703      -4035.6       -537.1        50526       1601.9            0            0       99.732       7.5474          100       4.1966       741.13        31240      -3067.1       1.1854   3.5136e-08      0.45943        24221   4.2203e+05   3.8779e+05       2.3482      0.44471            0            0            0            0            0            0            0            0            0         5700            5            0  
          0            7            0      0.44738     0.031827     0.018957      0.01287   -0.0040842     0.034451    0.0085609      0.02589   0.00037223    -0.003368  -8.4285e-06   -0.0033595       14.057       9.4019       1.4951        63026       4483.7      -5881.4      -575.38        62777      -5709.6      -543.93        60184       1740.4            0            0       99.748       6.7009          100       4.0692       739.56       6410.5      -3131.1      0.84243   4.4579e-08      0.33707        26822   3.7469e+05   4.4837e+05       2.5064      0.37688            0            0            0            0            0            0            0            0            0         5700            5            0  
          0            8            0      0.51932     0.036959     0.020304     0.016655   -0.0041826     -0.10047    0.0085794     -0.10905   0.00030503   -0.0034425  -8.8163e-06   -0.0034337       14.051       10.126       1.3877        73161       5206.8      -7858.5      -589.24        72776      -7625.6      -550.85        69764       1909.5            0            0       99.748       6.2218          100       4.0708       740.57       -18696      -3196.7      0.59755  -2.2305e-08      0.24892        29396   3.4791e+05   5.2068e+05       2.6097      0.31032            0            0            0            0            0            0            0            0            0         5700            5            0  
          0            9            0      0.59093     0.042902     0.021895     0.021007   -0.0042746     -0.23671    0.0086671     -0.24537   0.00023768   -0.0035184  -9.1767e-06   -0.0035092       13.774       10.588       1.3009        83250         6044       -10100       -602.2        82688      -9781.4      -557.85        79254         2105            0            0       99.737       5.9501          100       4.1524       744.16       -44045      -3264.4      0.41488  -1.4176e-07      0.18246        31939   3.3271e+05    6.044e+05       2.6791      0.24517            0            0            0            0            0            0            0            0            0         5700            5            0  
          0           10            0      0.66215     0.049619     0.023707     0.025912   -0.0043601     -0.37408    0.0088285     -0.38291   0.00017009   -0.0035944  -8.4308e-06    -0.003586       13.345       10.859       1.2289        93283       6990.2       -12603      -614.25        92500       -12174      -564.92        88644       2322.8            0            0        99.72       5.8017          100       4.2855       750.33       -69606      -3333.1       0.2742  -3.0034e-07      0.13063        34448   3.2442e+05   6.9902e+05        2.727      0.18156            0            0            0            0            0            0            0            0            0         5700            5            0  
          0           11            0      0.73294     0.057108      0.02575     0.031358   -0.0044391     -0.51239    0.0090865     -0.52148   0.00010215   -0.0036705  -6.4904e-06    -0.003664       12.834       10.988       1.1681   1.0326e+05       8045.3       -15365      -625.37    1.022e+05       -14801      -572.04        97920       2559.3            0            0       99.698       5.7338          100       4.4553       759.05       -95344      -3402.7      0.16323   -4.898e-07     0.089158        36920   3.2062e+05   8.0453e+05       2.7609      0.11964            0            0            0            0            0            0            0            0            0         5700            5            0  
          0           12            0      0.80323     0.065326     0.027995     0.037331   -0.0045113     -0.65151    0.0094199     -0.66093   3.3755e-05   -0.0037463  -3.0126e-06   -0.0037432       12.296        11.02       1.1158   1.1316e+05         9203       -18383      -635.55   1.1178e+05       -17659      -579.22   1.0707e+05       2811.4            0            0       99.671        5.717          100       4.6496       770.33  -1.2123e+05      -3472.8     0.074118  -7.0481e-07     0.055291        39352   3.1968e+05    9.203e+05       2.7854     0.059534            0            0            0            0            0            0            0            0            0         5700            5            0  
          0           13            0      0.87299     0.074231     0.030418     0.043813   -0.0045768     -0.79127     0.009815     -0.80108   -3.519e-05    -0.003826  -2.3492e-06   -0.0038236       11.761       10.988       1.0703   1.2299e+05        10458       -21652      -644.78   1.2122e+05       -20745      -586.44   1.1609e+05       3076.4            0            0        99.64       5.7335          100       4.8602       784.15  -1.4723e+05      -3547.2    0.0015721  -9.4171e-07     0.027192        41741    3.206e+05   1.0458e+06       2.8034    0.0013725            0            0            0            0            0            0            0            0            0         5700            5            0  
          0           14            0      0.94217     0.083867     0.033079     0.050787   -0.0046355     -0.93144     0.010329     -0.94177  -0.00010478   -0.0038976   7.4388e-06   -0.0039051       11.234       10.904       1.0302   1.3273e+05        11815       -25168      -653.04   1.3052e+05       -24054       -593.7   1.2496e+05       3351.9            0            0       99.606       5.7776          100       5.0867        800.5  -1.7332e+05        -3615    -0.058086  -1.1979e-06     0.003578        44084   3.2306e+05   1.1815e+06       2.8169    -0.054727            0            0            0            0            0            0            0            0            0         5700            5            0  
          0           15            0       1.0107     0.094623      0.03639     0.058234   -0.0046872      -1.0717     0.011112      -1.0828  -0.00017512    -0.003912   7.5551e-05   -0.0039875       10.681       10.738      0.99469   1.4239e+05        13330       -28928      -660.33   1.3966e+05       -27583      -600.98   1.3368e+05         3636            0            0       99.565       5.8669          100       5.3485       819.34  -1.9942e+05        -3631      -0.1075  -1.4714e-06    -0.016471        46379   3.2806e+05    1.333e+06       2.8272     -0.10865            0            0            0            0            0            0            0            0            0         5700            5            0  
