HRI Fuselage2
T1-75.0 m/s-TriUniform-Thick
Freestream speed = 75.000 m/s


 Ctrl        Alpha        Beta         CL           CD           CD_viscous   CD_induced   CY           Cm           Cm_viscous   Cm_pressure  Cl           Cn           Cn_viscous   Cn_pressure  CL/CD        CL^(3/2)/CD  1/sqrt(CL)   Lift_(N)     Drag_(N)     Fx_FF_(N)    Fy_FF_(N)    Fz_FF_(N)    Fx_sum_(N)   Fy_sum_(N)   Fz_sum_(N)   Extra_drag_(N)  Fuse_drag_(N)  Cf_Fuse      Vx_(m/s)     Vz_(m/s)     V_(m/s)      Gamma        L_(N.m)      M_(N.m)      N_(N.m)      CPx_(m)      CPy_(m)      CPz_(m)      BM_(N.m)     m.g.Vz_(W)   Drag_x_V_(W)  Efficiency   XCp.Cl       XNP_(m)      Phugoid_Freq._(Hz)  Phugoid_Damping  Short_Period_Freq._(Hz)  Short_Period_Damping_Ratio  Dutch_Roll_Freq._(Hz)  Dutch_Roll_Damping  Roll_Damping  Spiral_Damping  Mass_(kg)    CoG_x_(m)    CoG_z_(m)    
          0           -2            0     -0.20652     0.028119     0.022871    0.0052478   -0.0029344       1.1636     0.011569        1.152   0.00098715   -0.0027334   1.8479e-05   -0.0027519      -7.3446      -3.3378            0       -16366       2228.3      -155.56      -232.54       -16370       258.55      -273.67       -15815       1225.5            0            0       74.314      -18.875           75      -7.7534       475.63   1.2179e+05      -1477.4      -4.9097   5.3253e-06      -1.6476         1576  -1.0555e+06   1.6712e+05       1.3099        1.014            0            0            0            0            0            0            0            0            0         5700            5            0  
          0           -1            0     -0.13394     0.024128     0.020403    0.0037247   -0.0030838       1.0477     0.011087       1.0366   0.00091674    -0.002796    1.811e-05   -0.0028141      -5.5512      -2.0316            0       -10614         1912       109.88      -244.38       -10617       433.39      -276.96       -10273       1043.1            0            0       73.812       -31.01           75      -10.212       463.33   1.0966e+05      -1501.7      -7.0311   6.6035e-06      -2.3903       3098.1   -1.734e+06    1.434e+05      0.77624      0.94173            0            0            0            0            0            0            0            0            0         5700            5            0  
          0            0            0    -0.061211     0.021425     0.018635    0.0027893   -0.0032282      0.92896     0.010553      0.91841   0.00084708   -0.0028628   1.4823e-05   -0.0028777      -2.8571     -0.70686            0      -4850.6       1697.8       221.03      -255.82      -4850.6       467.63      -280.34      -4721.2        918.6            0            0       70.789      -89.128           75      -19.291       452.43        97232      -1529.1      -14.204   1.1189e-05      -4.8962       4619.2  -4.9838e+06   1.2733e+05      0.21649      0.86947            0            0            0            0            0            0            0            0            0         5700            5            0  
          0            1            0     0.011605     0.019904     0.017458    0.0024464   -0.0033674      0.80762     0.010034      0.79759   0.00077807   -0.0029395   3.0236e-06   -0.0029425      0.58305     0.062811       9.2827       919.65       1577.3       177.78      -266.85       922.89       361.21      -283.79        833.9       841.56            0            0       37.777         1003           75       59.756       442.94        84531      -1562.5       68.707  -4.3447e-05       24.037       6137.5   5.6086e+07    1.183e+05    0.0088726      0.79735            0            0            0            0            0            0            0            0            0         5700            5            0  
          0            2            0     0.084457     0.019504     0.016805    0.0026989   -0.0035012      0.68388    0.0095994      0.67428   0.00070961   -0.0030051   3.5785e-06   -0.0030086       4.3302       1.2584        3.441       6692.7       1545.6      -19.828      -277.45       6696.1       114.29      -287.33       6385.4       802.42            0            0       73.077       50.064           75       13.004       434.86        71580      -1590.8       8.5908  -4.0896e-06       3.0542       7651.5   2.7994e+06   1.1592e+05      0.42594      0.72555            0            0            0            0            0            0            0            0            0         5700            5            0  
          0            3            0      0.15729     0.020157     0.016609    0.0035481   -0.0036295      0.55795    0.0093035      0.54864   0.00064161    -0.003075   1.0816e-06   -0.0030761       7.8031       3.0947       2.5214        12464       1597.4      -371.56      -287.62        12462      -272.86      -290.93        11927       792.57            0            0       74.392       20.358           75       7.3029       428.21        58399      -1622.2       4.1593  -1.3441e-06       1.5051         9159   1.1384e+06    1.198e+05       1.1238      0.65422            0            0            0            0            0            0            0            0            0         5700            5            0  
          0            4            0      0.23005     0.021772     0.016779    0.0049931   -0.0037521      0.42994    0.0091092      0.42083   0.00057397   -0.0031482  -3.2244e-06    -0.003145       10.566       5.0681       2.0849        18230       1725.3      -876.97      -297.33        18214      -799.75       -294.6        17451       806.26            0            0       74.666       12.431           75       5.4063       422.99        45000        -1656       2.5365  -4.5705e-07      0.93619        10658   6.9511e+05    1.294e+05       1.7083      0.58353            0            0            0            0            0            0            0            0            0         5700            5            0  
          0            5            0      0.30269     0.024299     0.017267    0.0070316   -0.0038688      0.29996     0.008963      0.29099    0.0005066   -0.0032214  -6.2747e-06   -0.0032151       12.457       6.8534       1.8176        23986       1925.6      -1535.5      -306.58        23944      -1465.7      -298.33        22951       842.79            0            0       74.759       9.1927           75       4.5897       419.21        31396      -1690.4       1.6969  -9.7066e-08      0.64057        12147   5.1403e+05   1.4442e+05          2.1      0.51364            0            0            0            0            0            0            0            0            0         5700            5            0  
          0            6            0      0.37515     0.027737     0.018078    0.0096592   -0.0039796      0.16818    0.0088819      0.15929   0.00043938   -0.0032946  -7.9728e-06   -0.0032867       13.525       8.2841       1.6327        29728         2198      -2346.2      -315.36        29646        -2270      -302.12        28421       901.05            0            0       74.796       7.6051           75       4.2285       416.88        17602      -1725.5       1.1854   3.5136e-08      0.45943        13624   4.2525e+05   1.6485e+05       2.3482      0.44471            0            0            0            0            0            0            0            0            0         5700            5            0  
          0            7            0      0.44738     0.032038     0.019168      0.01287   -0.0040842     0.034737    0.0088471      0.02589   0.00037223   -0.0033695  -9.9366e-06   -0.0033595       13.964       9.3399       1.4951        35452       2538.8      -3308.3      -323.65        35312      -3211.6      -305.96        33853       978.97            0            0       74.808       6.7454           75       4.0961          416       3635.9        -1762      0.84243   4.4579e-08      0.33707        15088   3.7718e+05   1.9041e+05       2.5064      0.37688            0            0            0            0            0            0            0            0            0         5700            5            0  
          0            8            0      0.51932     0.037179     0.020523     0.016655   -0.0041826     -0.10018    0.0088707     -0.10905   0.00030503    -0.003444  -1.0312e-05   -0.0034337       13.968       10.066       1.3877        41153       2946.2      -4420.4      -331.44        40936      -4289.4      -309.85        39242       1074.1            0            0       74.809       6.2587           75       4.0949       416.57       -10486      -1798.9      0.59755  -2.2305e-08      0.24892        16535   3.4997e+05   2.2096e+05       2.6097      0.31032            0            0            0            0            0            0            0            0            0         5700            5            0  
          0            9            0      0.59093     0.043126     0.022119     0.021007   -0.0042746     -0.23642    0.0089584     -0.24537   0.00023768   -0.0035205  -1.1288e-05   -0.0035092       13.702       10.533       1.3009        46828       3417.5      -5681.3      -338.74        46512        -5502      -313.79        44580       1184.1            0            0       74.801       5.9812           75        4.174       418.59       -24745      -1837.3      0.41488  -1.4176e-07      0.18246        17966   3.3445e+05   2.5631e+05       2.6791      0.24517            0            0            0            0            0            0            0            0            0         5700            5            0  
          0           10            0      0.66215     0.049842      0.02393     0.025912   -0.0043601      -0.3738    0.0091109     -0.38291   0.00017009   -0.0035971  -1.1107e-05    -0.003586       13.285        10.81       1.2289        52472       3949.7      -7089.5      -345.51        52031        -6848      -317.77        49862       1306.6            0            0       74.788       5.8278           75       4.3047       422.06       -39124      -1876.3       0.2742  -3.0034e-07      0.13063        19377   3.2587e+05   2.9623e+05        2.727      0.18156            0            0            0            0            0            0            0            0            0         5700            5            0  
          0           11            0      0.73294     0.057325     0.025967     0.031358   -0.0044391     -0.51212    0.0093569     -0.52148   0.00010215   -0.0036733  -9.2418e-06    -0.003664       12.786       10.946       1.1681        58081       4542.7      -8643.1      -351.77        57488      -8325.7      -321.77        55080       1439.6            0            0       74.772       5.7556           75       4.4722       426.97       -53602      -1915.5      0.16323   -4.898e-07     0.089158        20767   3.2184e+05    3.407e+05       2.7609      0.11964            0            0            0            0            0            0            0            0            0         5700            5            0  
          0           12            0      0.80323     0.065582     0.028251     0.037331   -0.0045113      -0.6512    0.0097234     -0.66093   3.3755e-05   -0.0037456  -2.3733e-06   -0.0037432       12.248       10.977       1.1158        63652         5197       -10340       -357.5        62876      -9933.4      -325.81        60229       1581.4            0            0       74.751       5.7394           75       4.6677       433.31       -68160      -1953.1     0.074118  -7.0481e-07     0.055291        22135   3.2093e+05   3.8977e+05       2.7854     0.059534            0            0            0            0            0            0            0            0            0         5700            5            0  
          0           13            0      0.87299     0.074581     0.030768     0.043813   -0.0045768     -0.79087      0.01021     -0.80108   -3.519e-05   -0.0038243  -6.9537e-07   -0.0038236       11.705       10.937       1.0703        69180       5910.1       -12179      -362.69        68188       -11669      -329.87        65301       1730.5            0            0       74.728       5.7605           75        4.883       441.09       -82778      -1994.5    0.0015721  -9.4171e-07     0.027192        23479   3.2211e+05   4.4326e+05       2.8034    0.0013725            0            0            0            0            0            0            0            0            0         5700            5            0  
          0           14            0      0.94217     0.084377      0.03359     0.050787   -0.0046355     -0.93092     0.010844     -0.94177  -0.00010478   -0.0038812   2.3825e-05   -0.0039051       11.166       10.839       1.0302        74662       6686.4       -14157      -367.34        73417       -13531      -333.96        70292       1885.4            0            0       74.701       5.8127           75       5.1175       450.28       -97437        -2025    -0.058086  -1.1979e-06     0.003578        24797   3.2503e+05   5.0148e+05       2.8169    -0.054727            0            0            0            0            0            0            0            0            0         5700            5            0  
